0,1.0,-1.468876242637635
1,1.0,-1.468876242637635
2,1.0,-1.468876242637635
3,1.0,-1.468876242637635
4,1.0,-1.468876242637635
5,1.0,-1.468876242637635
6,1.0,-1.468876242637635
7,1.0,-1.468876242637635
8,1.0,-1.468876242637635
9,1.0,-1.468876242637635
10,1.0,-1.468876242637635
11,1.0,-1.468876242637635
12,1.0,-1.468876242637635
13,1.0,-1.468876242637635
14,1.0,-1.468876242637635
15,1.0,-1.468876242637635
16,1.0,-1.468876242637635
17,1.0,-1.468876242637635
18,1.0,-1.468876242637635
19,1.0,-1.468876242637635
20,1.0,-1.468876242637635
21,1.0,-1.468876242637635
22,1.0,-1.468876242637635
23,1.0,-1.468876242637635
24,1.0,-1.468876242637635
25,1.0,-1.468876242637635
26,1.0,-1.468876242637635
27,1.0,-1.468876242637635
28,1.0,-1.468876242637635
29,1.0,-1.468876242637635
30,1.0,-1.468876242637635
31,1.0,-1.468876242637635
32,1.0,-1.468876242637635
33,1.0,-1.468876242637635
34,1.0,-1.468876242637635
35,1.0,-1.468876242637635
36,1.0,-1.468876242637635
37,1.0,-1.468876242637635
38,1.0,-1.468876242637635
39,1.0,-1.468876242637635
40,1.0,-1.468876242637635
41,1.0,-1.468876242637635
42,1.0,-1.468876242637635
43,1.0,-1.468876242637635
44,1.0,-1.468876242637635
45,1.0,-1.468876242637635
46,1.0,-1.468876242637635
47,1.0,-1.468876242637635
48,1.0,-1.468876242637635
49,1.0,-1.468876242637635
50,1.0,-1.468876242637635
51,1.0,-1.468876242637635
52,1.0,-1.468876242637635
53,1.0,-1.468876242637635
54,1.0,-1.468876242637635
55,1.0,-1.468876242637635
56,1.0,-1.468876242637635
57,1.0,-1.468876242637635
58,1.0,-1.468876242637635
59,1.0,-1.468876242637635
60,1.0,-1.468876242637635
61,1.0,-1.468876242637635
62,1.0,-1.468876242637635
63,1.0,-1.468876242637635
64,1.0,-1.468876242637635
65,1.0,-1.468876242637635
66,1.0,-1.468876242637635
67,1.0,-1.468876242637635
68,1.0,-1.468876242637635
69,1.0,-1.468876242637635
70,1.0,-1.468876242637635
71,1.0,-1.468876242637635
72,1.0,-1.468876242637635
73,1.0,-1.468876242637635
74,1.0,-1.468876242637635
75,1.0,-1.468876242637635
76,1.0,-1.468876242637635
77,1.0,-1.468876242637635
78,1.0,-1.468876242637635
79,1.0,-1.468876242637635
80,1.0,-1.468876242637635
81,1.0,-1.468876242637635
82,1.0,-1.468876242637635
83,1.0,-1.468876242637635
84,1.0,-1.468876242637635
85,1.0,-1.468876242637635
86,1.0,-1.468876242637635
87,1.0,-1.468876242637635
88,1.0,-1.468876242637635
89,1.0,-1.468876242637635
90,1.0,-1.468876242637635
91,1.0,-1.468876242637635
92,1.0,-1.468876242637635
93,1.0,-1.468876242637635
94,1.0,-1.468876242637635
95,1.0,-1.468876242637635
96,1.0,-1.468876242637635
97,1.0,-1.468876242637635
98,1.0,-1.468876242637635
99,1.0,-1.468876242637635
100,1.0,-1.468876242637635
101,1.0,-1.468876242637635
102,1.0,-1.468876242637635
103,1.0,-1.468876242637635
104,1.0,-1.468876242637635
105,1.0,-1.468876242637635
106,1.0,-1.468876242637635
107,1.0,-1.468876242637635
108,1.0,-1.468876242637635
109,1.0,-1.468876242637635
110,1.0,-1.468876242637635
